UNI_ID,COURSE_NAME,TITLE,PUBLICATION_YEAR,AUTHORS,PUBLISHER,RESOURCE_TYPE
2, advanced criminal law ,the system of the criminal law,,,,article
2, advanced criminal law ,criminology & criminal justice,,,,journal
2, advanced criminal law ,"affiliation with antisocial peers, susceptibility to peer influence, and antisocial behavior during the transition to adulthood",,,,article
2, advanced criminal law ,the journal of criminal law,,,,journal
2, advanced criminal law ,criminal responsibility and children: a new defence required to acknowledge the absence of capacity and choice,,,,article
2, advanced criminal law ,age and criminal responsibility,,,,article
2, advanced criminal law ,richmond journal of law & technology,,,,journal
2, advanced criminal law ,pittsburgh journal of technology law & policy,,,,journal
2, advanced criminal law ,average teenager or sex offender? solutions to the legal dilemma caused by sexting,,,,article
2, advanced criminal law ,"international journal for crime, justice and social democracy",,,,journal
2, advanced criminal law ,new york university review of law & social change,,,,journal
2, advanced criminal law ,sexual violence in a digital age,,,palgrave macmillan,book
2, advanced criminal law ,feminist legal studies,,,published by deborah charles publications for the kent law school,journal
2, advanced criminal law ,red light on sex work in western australia.,,,legal service bulletin cooperative ltd.,article
2, advanced criminal law ,"demographic, migration status, and work-related changes in asian female sex workers surveyed in sydney, 1993 and 2003",,,,article
2, advanced criminal law ,regulating sex for sale,,,policy,book
2, advanced criminal law ,australian & new zealand journal of criminology,,,published for the australian and new zealand society of criminology by butterworths,journal
2, advanced criminal law ,governing through anti-social behaviour: regulatory challenges to criminal justice,,,,article
2, advanced criminal law ,social control and anti-social behaviour: the subversion of human rights?,,,,article
2, introduction to sustainable development (oua) ,"millennium ecosystem assessment board (2005), living beyond our means: natural assets and human well-being. washington dc, world resources institute, pp 2-20.",,,,webpage
2, introduction to sustainable development (oua) ,effects of globalisation on sustainable development after unced,,,,webpage
2, introduction to sustainable development (oua) ,chapter 2: drivers of change,,,,chapter
2, introduction to sustainable development (oua) ,chapter 3: eco-effectiveness,,,,chapter
2, introduction to sustainable development (oua) ,confronting consumption,,,mit press,book
2, introduction to sustainable development (oua) ,organized climate change denial,,,,chapter
2, applying mixed methods research to business ,management international review,,,,journal
2, applying mixed methods research to business ,"research design: qualitative, quantitative, and mixed methods approaches. chapter 8 - quantitative methods",,,,chapter
2, applying mixed methods research to business ,qualitative data analysis: an overview,,,mcgrawhill education,chapter
2, applying mixed methods research to business ,journal of mixed methods research,,,,journal
2, applying mixed methods research to business ,academics and practitioners are alike and unlike: the paradoxes of academic-practitioner relationships,,,,article
2, researching legal remedies ,an introduction to english legal history,,,oxford university press,book
2, researching legal remedies ,commentaries on the laws of england. chapter 7,,,,chapter
2, researching legal remedies ,patents as an incentive to innovate. chapter 3,,,,chapter
2, understanding religion in australian society ,chapter the halt in practice in christianity,,,,chapter
2, understanding religion in australian society ,re-imagining church,,,,book
2, understanding religion in australian society ,introduction,,,,chapter
2, understanding religion in australian society ,re-enchantment: the new australian spirituality,,,harpercollins,book
2, developing strategic intelligence ,harvard business review digital,,,,journal
